,Unnamed: 0,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
1362,1362,Delhi to Kangra,https://www.redbus.in/bus-tickets/delhi-to-kangra,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),A/C Semi Sleeper (2+2),20:00,09h 30m,05:30,2.4,1199.0,1
1363,1363,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Everest Holidays,Volvo A/C Semi Sleeper (2+2),19:50,06h 50m,02:40,3.4,584.0,8
1364,1364,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,06h 05m,02:05,4.3,799.0,8
1365,1365,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:25,06h 45m,03:10,4.5,849.0,14
1366,1366,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50,06h 30m,03:20,4.4,699.0,4
1367,1367,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,05h 20m,02:30,4.2,924.0,2
1368,1368,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Kartar Travels Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,06h 15m,02:45,2.7,1899.0,49
1369,1369,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,HRTC - 91,Himsuta AC Seater Volvo/Scania 2+2,22:10,05h 55m,04:05,3.9,655.0,22
1370,1370,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,05h 00m,04:50,4.6,799.0,25
1371,1371,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05h 15m,05:10,4.7,500.0,13
1372,1372,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05h 15m,05:10,4.5,500.0,18
1373,1373,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,A N Holidays,Volvo A/C Semi Sleeper (2+2),23:58,06h 07m,06:05,3.4,494.0,29
1374,1374,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),NON A/C Semi Sleeper (2+2),23:55,05h 35m,05:30,2.4,999.0,29
1375,1375,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,06h 01m,06:00,1.5,494.0,28
1376,1376,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,09h 45m,07:15,2.5,332.0,38
1377,1377,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,07h 15m,06:00,4.1,332.0,37
1378,1378,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,HRTC - 1152,Ordinary 3+2 Non AC Seater,21:30,10h 40m,08:10,3.9,630.0,37
1379,1379,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,HRTC - 1103,A/C Executive (2+3),21:55,09h 35m,07:30,3.8,750.0,42
1380,1380,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,HRTC - 1116,A/C Executive (2+3),22:35,10h 25m,09:00,4.3,780.0,34
1381,1381,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,09h 25m,05:45,4.8,799.0,3
1382,1382,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10,09h 20m,06:30,4.8,799.0,14
1383,1383,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,10h 00m,08:30,4.8,999.0,15
1384,1384,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:45,09h 35m,06:20,4.7,799.0,14
1385,1385,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),22:15,09h 15m,07:30,4.8,774.0,4
1386,1386,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,08h 45m,06:30,4.7,699.0,29
1387,1387,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:30,09h 00m,05:30,4.7,800.0,10
1388,1388,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,08h 55m,05:05,4.5,757.0,9
1389,1389,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),22:00,09h 30m,07:30,4.7,799.0,4
1390,1390,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,09h 30m,06:00,4.5,749.0,9
1391,1391,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:10,10h 10m,06:20,4.6,800.0,2
1392,1392,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),22:15,08h 50m,07:05,4.1,1164.0,35
1393,1393,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,09h 00m,05:00,4.6,674.0,17
1394,1394,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),20:40,09h 20m,06:00,4.1,709.0,3
1395,1395,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:45,09h 30m,06:15,4.5,700.0,7
1396,1396,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),22:00,08h 30m,06:30,3.9,924.0,5
1397,1397,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),20:10,10h 05m,06:15,3.5,764.0,7
1398,1398,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:05,10h 05m,07:10,4.5,799.0,8
1399,1399,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Triptara tour & Travel,Scania Multi-Axle AC Semi Sleeper (2+2),21:28,09h 27m,06:55,4.5,708.0,14
1400,1400,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,09h 40m,08:20,4.7,699.0,32
1401,1401,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:05,09h 35m,05:40,3.6,949.0,3
1402,1402,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:00,10h 35m,08:35,4.7,699.0,22
1403,1403,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kartar Travels Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),21:45,09h 30m,07:15,2.7,1899.0,49
1404,1404,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi,PEPSU (Punjab) - 67104,AC Seater Hvac 2+2,22:30,05h 01m,03:31,2.9,440.0,13
1405,1405,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:31,05h 29m,04:00,3.4,440.0,8
1406,1406,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,06h 33m,05:00,4.5,1255.0,3
1407,1407,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Laxmi holidays,VE A/C Sleeper (2+1),23:55,06h 50m,06:45,4.4,800.0,7
1408,1408,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,06h 10m,06:05,4.6,954.0,1
1409,1409,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,07h 35m,06:20,4.8,922.0,2
